_TYPE_	_NAME_	v000001	v000002	v000003	v000004	v000005	v000006	v000007	v000008	v000009	v000010	v000011	v000012	v000013	v000014	v000015	v000016	v000017	v000018	v000019	v000020	v000021	v000022	v000023	v000024	v000025	v000026	v000027	v000028	v000030	v000034	v000035	v000036	v000037	v000038	v000039	v000040	v000041	v000042	v000043	v000044	v000046	v000047	v000049	v000050	v000051	v000052	v000053	v000054	v000056	v000057	v000058	v000059	v000060	v000061	v000062	v000063	v000065	v000068	v000070	v000071	v000073	v000075	v000078	v000080	v000082	v000086	v000094	v000095	v000096	v000099	v000100	v000106	v000109	v000118	v000119	v000120	v000132	v000139	v000140	v000141	v000144	v000148	v000158	v000161	v000164	v000166	v000170	v000176	v000177	v000180	v000182	v000184	v000187	v000192	v000197	v000198	v000200	v000201	v000202	v000203	v000205	v000206	v000207	v000208	v000210	v000211	v000213	v000214	v000224	v000225	v000228	v000237	v000243	v000245	v000252	v000274	v000281	v000285	v000296	v000297	v000299	v000307	v000323	v000327	v000335	v000348	v000359	v000447	v000450	v000473	v000511	v000518	v000528	v000531	v000533	v000536	v000544	v000549	v000574	v000578	v000610	v000633	v000669	v000703	v000708	v000824	v000832	v000886	v000900	v000941
CORR	v000120	-0.342019093	0.0253211834	0.0134776453	0.1278132785	-0.060188407	-0.031555452	0.0330761612	0.0396430226	0.1798844476	-0.086238063	0.182257523	0.1988572508	-0.162656936	-0.203409435	0.1791852841	-0.267588079	-0.266506865	-0.19626023	0.0170089201	-0.032785575	-0.051572771	-0.133932395	0.1272899992	-0.06636642	0.0048705652	0.2550427125	0.0993013333	-0.240250749	-0.970885843	0.016222455	-0.218100114	0.4810597686	0.11823557	0.1335307108	-0.053360983	-0.135464477	-0.087125959	0.0519037024	0.0086109749	-0.016716281	0.4231095801	0.1309876306	0.1860974749	0.0856134638	-0.003263109	-0.070809152	0.416153306	0.1930810695	0.0736645877	-0.188456755	-0.111771963	-0.021069351	0.1075208137	-0.051331465	-0.100546675	0.0464284091	-0.173803128	0.3236666729	-0.093677478	0.077414752	-0.002116527	-0.0412616	-0.036074843	0.0038408942	-0.084555004	0.0385490552	-0.077912222	0.1357013672	0.2872527637	-0.072994398	0.1228230377	-0.805780796	-0.806922375	0.2745299076	-0.007040499	1	-0.127503394	-0.046976515	-0.824647107	-0.825098651	-0.124500698	-0.043324182	-0.036477748	-0.842515038	-0.033314108	0.0936718022	-0.029659494	0.2134349754	-0.027583345	0.2640078593	0.0281780135	0.0700516326	-0.1027098	-0.099008067	-0.098589598	-0.098169658	-0.098169658	-0.097748237	-0.097748237	-0.097748237	-0.097748237	-0.097325324	-0.097325324	-0.097325324	-0.096900909	-0.096900909	-0.09647498	-0.096047526	-0.010599605	-0.091686605	0.1947427953	-0.088079261	-0.004731376	-0.925782528	-0.08293366	0.1914662524	-0.072965968	0.0106767617	0.1460358772	0.2823325026	-0.999	-0.999	0.1821900597	-0.999	-0.05861226	-0.999	-0.049461986	-0.999	-0.999	0.2505289961	0.1208186272	-0.020882019	-0.760927015	0.0692472643	-0.761531745	0.2068966697	-0.015077587	0.07197164	-0.767867129	-0.767867129	-0.773198466	-0.000617918	0.0073435033	-0.795726008	-0.795726008	-0.823217193	-0.823217193	-0.847361801	-0.847361801	-0.870525741
CORR	v000132	0.3225574159	-0.032097785	-0.176289503	-0.035266026	-0.315334544	-0.161628526	0.143737841	0.024323391	0.1356904825	-0.101368101	-0.028557729	-0.092976757	0.025994368	-0.114688764	0.0731551799	-0.014627895	-0.033119069	-0.877774505	-0.254424767	-0.045347421	-0.248082786	-0.905301271	-0.123056067	-0.057141562	-0.918492341	0.2291193033	-0.92383177	-0.049195056	-0.092753008	-0.210652486	0.0260179228	-0.210018475	-0.022305041	0.101606174	0.0752457465	-0.999	0.0157180197	-0.198375756	-0.076351066	0.0188519383	-0.069338365	-0.999	0.0045575252	-0.186506532	0.0961894379	-0.1112127	-0.107639433	-0.999	-0.057106874	0.011936108	-0.999	-0.099741148	-0.04394153	-0.167952678	0.1533772648	0.2355374401	-0.090619672	-0.03840596	0.0860517474	-0.084677358	-0.082120254	-0.796527178	0.1861030988	-0.153082889	0.0723507455	-0.150548088	-0.803971787	0.2246088762	-0.144511021	-0.013720316	-0.012794865	0.3730639038	0.441005434	-0.819596672	0.2617974245	-0.127503394	1	-0.03874749	0.3006324853	-0.836280835	-0.116837302	0.4118231396	-0.853863197	0.0668318238	-0.860416767	-0.104014849	-0.868700043	-0.873796212	-0.873796212	-0.878152036	-0.097051642	-0.885215056	-0.887745592	-0.899982906	-0.901483411	-0.90295084	-0.90295084	-0.90453243	-0.90453243	-0.90453243	-0.90453243	-0.90603282	-0.90603282	-0.90603282	-0.907643995	-0.907643995	-0.909247321	-0.910878103	-0.928912426	-0.928912426	-0.930811104	0.0554148391	-0.078567768	-0.962764902	-0.973572731	-0.999	-0.999	-0.064257636	-0.999	-0.059986344	-0.999	-0.057236418	-0.999	-0.999	-0.999	0.4978648646	-0.999	-0.756872152	-0.757325489	-0.759301967	-0.014845003	-0.764608214	-0.010788128	0.0773606808	-0.767434698	-0.768196217	-0.007438349	0.0800809411	-0.775153702	-0.002226812	0.0032277648	-0.786734831	0.0149658315	-0.809220275	0.0202278903	-0.843161903	-0.843161903	-0.873253445	0.0427188795	-0.90231356
CORR	v000139	-0.331450488	0.093553002	-0.999	0.0880201469	-0.837820252	-0.1313585	0.0586117086	-0.077905667	0.0292205392	-0.857713242	-0.156048953	-0.119438728	-0.003277408	-0.871730873	0.121466142	-0.143455606	-0.878106914	-0.88104996	0.0598930421	-0.042882998	-0.039653014	0.0288745088	-0.029693693	-0.916079341	-0.11695173	-0.079087873	-0.114765526	-0.935068975	-0.053642118	-0.136210848	-0.136041126	-0.999	-0.050379742	0.1334173611	0.0778241017	-0.198295374	-0.197951572	-0.999	0.0646143597	-0.005133125	-0.999	0.0044951515	0.1465437933	-0.061214801	0.0349888599	-0.999	-0.180035286	-0.10528041	0.0143239483	-0.999	0.1426299881	-0.172673101	-0.999	-0.999	-0.165741243	-0.16462222	-0.999	-0.086276773	-0.159340032	-0.082531766	0.1138431887	-0.79759623	-0.152340129	0.0150588108	0.0473512379	0.2710463298	-0.067527322	0.1479671759	-0.142519065	-0.140072919	-0.80989634	-0.134454888	-0.133009008	-0.127656734	-0.82348532	-0.046976515	-0.03874749	1	-0.115852695	0.1173037353	-0.114843189	0.0927022238	-0.858208168	-0.862440704	-0.865155168	-0.86796065	-0.099743773	-0.097813143	-0.879336801	-0.883933191	-0.095056995	0.0811524205	-0.894115898	-0.90713189	-0.908708482	-0.910289357	-0.910289357	-0.911953145	-0.911953145	-0.911953145	-0.911953145	-0.913541388	-0.913541388	-0.913541388	-0.915241963	-0.915241963	-0.916943314	-0.918703996	-0.082025695	-0.937889494	-0.939939453	-0.078418652	-0.965950716	-0.973991354	-0.073273712	-0.999	-0.999	-0.999	-0.999	-0.999	0.0261742282	-0.999	-0.999	-0.999	-0.999	0.0947611777	-0.999	-0.758056946	-0.758537987	0.0683241927	-0.764835033	-0.76620169	-0.00880081	-0.769179849	-0.00797245	-0.007138191	-0.771641401	-0.771641401	-0.777295666	-0.777295666	-0.78413572	-0.789509894	0.0169479287	-0.813195493	0.1120546187	-0.849090119	-0.849090119	-0.880997751	0.1363739596	-0.911915268
CORR	v000140	0.1416764806	0.0075757857	0.1106496837	0.189680065	-0.313393465	-0.107308914	0.1112008631	-0.01885516	0.0149407193	0.4423412872	-0.201275457	-0.119438728	-0.003277408	-0.112353613	-0.034919214	-0.031921222	-0.030600117	-0.255022367	-0.047269154	-0.179249901	-0.176364508	-0.910248559	0.3089356015	-0.16706151	-0.11695173	0.1363882845	0.2326715997	-0.935068975	0.098600188	-0.051293293	-0.088044952	-0.999	-0.019908057	0.2044645405	-0.042083436	-0.999	-0.124712129	-0.196392749	0.1849574067	0.2667069788	-0.115939783	-0.026530466	-0.024133772	0.1320140026	-0.10968775	-0.999	-0.999	-0.999	0.0647218269	-0.999	-0.999	-0.172673101	-0.003363809	-0.999	0.0297697499	0.1229448471	-0.999	0.0023384304	0.3572835028	-0.158634079	-0.7979878	-0.79759623	0.1186864232	-0.074437949	0.01534847	-0.148556821	-0.144653086	0.0224852515	-0.142519065	-0.809177653	-0.139246532	0.1959911111	0.0962331434	-0.127656734	0.0761741294	-0.824647107	0.3006324853	-0.115852695	1	-0.839608566	0.0167810552	0.1458698045	-0.858208168	-0.862440704	-0.022953184	0.0311551418	-0.873928667	-0.879336801	-0.879336801	-0.883933191	-0.095056995	-0.093856118	-0.894115898	-0.90713189	-0.908708482	-0.910289357	-0.910289357	-0.911953145	-0.911953145	-0.911953145	-0.911953145	-0.913541388	-0.913541388	-0.913541388	-0.915241963	-0.915241963	-0.916943314	-0.918703996	-0.937889494	-0.937889494	-0.939939453	0.0036187251	-0.965950716	-0.973991354	0.1391148162	-0.999	0.0198695363	-0.999	-0.999	-0.057992925	-0.999	-0.055243206	0.031576311	-0.999	-0.999	0.2021230424	-0.999	-0.758056946	-0.758537987	-0.760621223	-0.764835033	-0.76620169	-0.00880081	-0.769179849	-0.769179849	-0.769977167	0.0821899726	-0.771641401	-0.777295666	-0.777295666	-0.78413572	0.0089947379	-0.802713447	-0.813195493	0.1120546187	-0.849090119	-0.849090119	-0.880997751	0.0446937886	-0.911915268
CORR	v000141	-0.219998068	-0.153696438	-0.145960714	-0.018221708	-0.248167171	-0.302120607	-0.215548715	-0.036226743	-0.163439562	-0.161960266	-0.863425376	-0.065331591	-0.196820427	-0.147121611	-0.19147193	-0.107794301	-0.141866005	-0.185558472	-0.046854168	-0.132709241	-0.039238258	0.029312408	-0.16710717	-0.237106973	0.4830824015	-0.929836801	-0.078241838	-0.159469333	-0.138037308	-0.208339161	-0.999	-0.999	-0.207545917	-0.205944392	-0.078902211	-0.124719858	0.0626829382	-0.999	-0.999	-0.195008933	-0.999	-0.063804094	-0.999	-0.109944555	-0.999	-0.108705813	0.0400963431	-0.017684221	-0.178503749	-0.103848123	0.3343779486	-0.999	-0.16673617	-0.999	-0.16540653	-0.038577242	-0.999	-0.035782195	-0.796564186	-0.158299189	-0.798177475	-0.79778622	-0.800446288	-0.801230729	-0.801396595	0.3485546748	0.3622436141	-0.144317903	-0.013840494	-0.011101946	-0.81020324	-0.134119555	-0.816268642	-0.127321289	-0.126099176	-0.825098651	-0.836280835	0.1173037353	-0.839608566	1	-0.841374321	-0.11211876	-0.858975636	-0.863239833	-0.865974675	-0.868806627	-0.874850465	-0.880310938	-0.880310938	-0.09591031	-0.09472134	0.0406861771	-0.895236216	-0.908373794	-0.909972094	-0.911589808	-0.911589808	-0.913251355	-0.913251355	-0.913251355	-0.913251355	-0.914881132	-0.914881132	-0.914881132	-0.916572383	-0.916572383	-0.918322984	-0.086050783	-0.939439527	-0.939439527	-0.081245103	-0.078083037	-0.076237766	-0.975924254	-0.987603266	-0.999	-0.999	0.0761537108	-0.057657493	-0.999	-0.999	-0.999	-0.052092747	-0.999	-0.999	-0.999	-0.999	-0.758268267	-0.758748505	-0.760851995	-0.765110736	-0.766491188	-0.768702781	-0.007638089	-0.769488631	-0.770301146	-0.771978905	-0.771978905	-0.777684729	-0.777684729	0.1521833007	-0.789988711	-0.803341433	0.3127918707	-0.813919935	-0.850148067	-0.850148067	-0.882412241	-0.882412241	0.1439974443
CORR	v000144	-0.041989765	0.1403593188	-0.006431568	0.04183868	0.1146784843	-0.841812977	0.0929257716	0.0781264896	-0.074635125	-0.031640827	-0.119977291	-0.118256152	0.3876841174	0.1689085993	-0.080735204	0.0805573454	-0.051467121	-0.254026842	0.1001679058	0.2116524244	-0.063741657	-0.168528864	0.2101492072	0.0658664531	-0.115811911	-0.077905729	0.0006461478	-0.019898537	0.0040882088	0.1450168227	0.0067263586	-0.999	0.0074885935	0.2160583445	-0.040903465	-0.19729155	-0.999	-0.999	0.133807731	-0.003921127	-0.188768502	0.2516647756	-0.109834336	0.0355340903	-0.059431779	-0.182360853	-0.999	-0.999	-0.103122764	0.1559399575	-0.175197932	0.204933523	-0.002187927	-0.999	-0.039069872	-0.087870797	0.1248008484	-0.03502305	0.0067228011	-0.081445424	-0.79856435	0.1518240987	-0.024075034	-0.022678147	-0.073082259	-0.803383506	-0.015471515	-0.806271532	-0.141510585	-0.13906425	0.0298936044	0.0354216522	-0.816994167	-0.823236001	0.0446772038	-0.124500698	-0.116837302	-0.114843189	0.0167810552	-0.841374321	1	-0.847026445	-0.860524621	-0.864864944	-0.102132873	-0.870557791	-0.876716245	0.0777378235	-0.096803385	-0.88703956	0.2115405001	-0.011892788	-0.897518866	-0.910947348	-0.912542702	-0.914177312	-0.914177312	-0.915922843	-0.915922843	-0.915922843	-0.915922843	-0.917567897	-0.917567897	-0.917567897	-0.919293834	-0.919293834	-0.921060292	0.153664121	-0.942638345	-0.942638345	-0.080571046	0.004699099	-0.971598878	0.3336508783	-0.072264169	0.0728404529	0.2516027587	-0.999	0.0266654471	-0.999	-0.056439001	0.1270276539	-0.999	0.1316218852	-0.047950404	-0.999	-0.999	0.0653582537	0.2021109987	-0.017303045	-0.765649424	-0.010245184	-0.007794891	-0.77009899	0.4374719331	-0.006132424	-0.004446008	-0.77264166	0.1910143958	0.3707831057	-0.785469757	0.098845088	-0.804555673	-0.815339816	0.0232113506	0.469009326	0.469009326	0.4109258622	0.0456933433	0.0524095861
CORR	v000148	0.3207883873	0.1147707668	0.0323166051	0.0115418326	-0.000779838	0.0259535044	0.1347068345	0.1230125809	0.0722375063	-0.048218941	-0.063331809	-0.115456458	-0.05874708	-0.079216477	-0.01072044	-0.104204905	-0.138409105	-0.071353717	0.0645262718	0.0545875116	0.0994969009	-0.005365434	0.1103130009	-0.050639802	-0.076905864	0.2205675381	0.0754739584	-0.156178434	0.0070297266	0.0896036512	-0.047135643	-0.131874926	0.135962978	0.0926268757	-0.007335434	-0.072782375	0.0856259993	-0.002289267	0.0689413756	0.0254735169	0.0556283621	-0.060347959	0.0377742906	0.0116983188	0.0391540822	-0.056089331	-0.999	-0.014110568	0.0901993953	-0.100551253	-0.097725371	-0.093937261	-0.037864993	0.0335696478	0.1438252028	0.3471136507	-0.160781356	0.0062949186	-0.155948447	-0.155242329	0.013062617	-0.79957328	0.1012870745	-0.070781315	0.1445406001	-0.145162913	-0.141258442	0.1522876344	-0.061581251	-0.812304682	-0.135850962	0.2311092941	0.2603142605	-0.124259539	0.1550333488	-0.043324182	0.4118231396	0.0927022238	0.1458698045	-0.11211876	-0.847026445	1	-0.022467291	-0.870911245	-0.019307001	-0.018101615	-0.015656443	-0.889571052	-0.013582683	-0.092846825	0.0836715039	-0.090456978	-0.008464692	-0.004487625	-0.004038019	-0.00358683	-0.00358683	-0.003134044	-0.003134044	-0.003134044	-0.003134044	-0.002679652	-0.002679652	-0.002679652	-0.002223642	-0.002223642	-0.001766001	-0.933266887	-0.954604768	0.0033791254	0.0038572954	-0.974613312	-0.985859757	0.1066680196	-0.999	-0.062481307	0.0234992806	-0.058866703	-0.999	-0.054596235	0.029800958	0.1297460236	-0.049032208	-0.999	0.0945009014	0.9600664399	-0.999	-0.760243066	-0.760772265	0.17263389	-0.767654433	0.1369455158	-0.005414955	-0.004586866	-0.772395993	-0.773271444	-0.775087168	-0.002066857	-0.781259828	0.0031419807	-0.788751337	-0.794605885	-0.809093832	-0.820614889	-0.820614889	-0.860132329	-0.860132329	0.0480579701	-0.895480797	-0.929768577
CORR	v000158	-0.035513384	0.2864136968	-0.007381815	0.2182648537	0.999	-0.073654273	0.2731956115	0.1929484723	0.1347520412	-0.869057446	0.0214954665	0.322710537	-0.186710564	-0.8877576	0.2007977337	-0.248444795	-0.247359706	-0.900205218	-0.035173167	0.1291388698	-0.921069583	-0.939475076	0.0441363376	0.8775980128	0.1104269054	0.2028436764	-0.037033949	0.8306717724	0.3432906996	0.0405965458	0.1295733902	-0.198332677	0.4126112199	0.1172570613	-0.068247798	-0.999	-0.999	-0.999	-0.112150206	-0.024519782	0.1218010198	-0.999	0.1740563955	-0.174791018	-0.011402351	0.8998247669	-0.999	0.1508770831	0.1521468534	-0.999	-0.166466811	-0.794986117	-0.157326581	0.989277999	0.2128699638	-0.027945656	-0.799271076	-0.075761361	-0.80222682	0.0177324893	-0.804339122	0.3588273289	-0.807305185	-0.141337443	0.0866680957	-0.009983545	-0.134895193	0.3407121735	0.0688023561	-0.819016043	0.2333039179	-0.825888597	0.0800090325	-0.038781378	-0.837749034	-0.036477748	-0.853863197	-0.858208168	-0.858208168	-0.858975636	-0.860524621	-0.022467291	1	-0.889267952	0.0408228604	0.2137224454	0.9985088004	-0.911873482	0.9824208903	-0.918084334	-0.92298545	-0.00250434	0.9981995795	0.9970712335	0.9972720841	0.9977497412	0.9977497412	0.9976842408	0.9976842408	0.9976842408	0.9976842408	0.9973324744	0.9970403364	0.9970403364	0.9981164811	0.9981164811	0.9974823932	0.1896830358	-0.99135284	0.9996803536	-0.994218785	-0.999	-0.999	-0.999	-0.999	0.2380288034	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.042669687	-0.999	-0.999	0.0495600098	-0.999	-0.764937069	-0.765553575	-0.008573438	-0.003125282	-0.775435124	0.0009272486	0.2280323999	-0.779267058	-0.780296178	0.3355688599	0.2310373569	-0.789744781	0.2956896809	-0.798596127	-0.805558196	0.3417749247	-0.83652496	-0.83652496	-0.88405432	-0.88405432	-0.926966238	-0.926966238	-0.968889184
CORR	v000161	-0.936161204	-0.140080318	-0.842327699	-0.302157924	0.5533242553	-0.224408839	0.0629449294	-0.021658383	-0.19630882	-0.871560338	-0.879036324	-0.0765445	0.2281995996	-0.25026279	-0.133102926	-0.898112678	-0.900309182	-0.90445838	-0.05841855	-0.237345473	-0.926522599	-0.157150044	-0.041181731	0.7964623224	-0.966185674	-0.149626855	-0.149204548	0.9160139708	-0.077395231	-0.037715009	-0.999	-0.999	-0.999	-0.072439038	0.2582730368	-0.999	-0.1122248	-0.999	-0.184502493	-0.109425859	-0.999	-0.175623148	-0.999	-0.048121877	-0.172389948	0.444457029	-0.999	-0.999	-0.167277804	0.9440836188	-0.038826155	-0.795878933	-0.798721856	-0.077908631	-0.15416897	-0.80012694	0.768452101	-0.801658726	-0.80351054	-0.019187374	-0.805733726	0.648945633	-0.808858049	-0.809921173	-0.139257458	-0.812206585	-0.816071312	-0.816071312	-0.130930843	0.4938109695	-0.127656623	-0.122862769	-0.830442508	-0.838800957	-0.035501738	-0.842515038	0.0668318238	-0.862440704	-0.862440704	-0.863239833	-0.864864944	-0.870911245	-0.889267952	1	-0.899028137	-0.902968428	-0.911456447	-0.919101861	0.1525628884	-0.925704505	-0.083457143	-0.082256333	-0.940171593	-0.958859648	-0.961162942	-0.963391354	-0.963391354	-0.965817279	-0.965817279	-0.965817279	-0.965817279	-0.076065051	-0.96815418	-0.96815418	-0.970527086	-0.970527086	-0.973020521	0.6268396312	-0.999	-0.999	-0.999	-0.999	-0.999	0.116051122	-0.999	-0.054285717	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	0.4894005818	0.1463434275	-0.999	-0.999	0.6305157369	0.077382422	-0.769909307	-0.775610457	-0.777458645	-0.780418547	-0.781473388	0.2882473133	-0.78256215	-0.784822559	-0.784822559	-0.792470028	0.4171602927	-0.801771002	0.0205233156	-0.827212262	-0.841691986	-0.841691986	0.3427637197	0.3427637197	0.4230043248	-0.937273649	-0.98183862
CORR	v000164	-0.221356779	-0.243946736	-0.032452764	-0.046506168	-0.157023224	-0.032719482	-0.068145514	0.0300312205	-0.018139793	-0.036399338	-0.051773349	0.1302263384	-0.253001837	-0.133142178	0.0522235128	0.0700470294	0.0714360741	-0.90716742	-0.031522239	-0.118723585	-0.162712441	0.0626455951	-0.225236937	-0.069514294	0.3016101104	-0.033941272	0.0154134482	-0.146162744	-0.12471775	-0.036411679	-0.999	-0.004793667	-0.035499042	-0.033656482	0.0038683841	-0.111395533	0.2539783844	-0.022283603	-0.10897977	-0.182693499	-0.052735445	-0.17451516	0.0729797701	-0.171858358	-0.171281649	-0.045575057	-0.999	-0.167168593	-0.999	-0.999	0.4925786819	-0.796445342	-0.077898238	0.0127261365	0.1726715232	-0.151939131	-0.801116871	0.0492301303	-0.804327918	-0.804833016	-0.80662542	-0.144281472	-0.809843615	-0.138398036	0.2620242167	0.3487410281	0.3353621383	-0.131954995	-0.051561113	-0.048937034	0.2646025867	-0.829998785	-0.120304716	-0.035617253	-0.842901337	-0.033314108	-0.860416767	-0.865155168	-0.022953184	-0.865974675	-0.102132873	-0.019307001	0.0408228604	-0.899028137	1	0.045370769	-0.005668249	-0.923736496	0.0500784596	-0.083534129	-0.935943102	0.0006500497	0.0015164667	0.0054894362	-0.076217334	-0.075797454	0.0063892613	-0.075376097	-0.075376097	-0.075376097	-0.075376097	-0.074953252	-0.074953252	-0.074953252	-0.07452891	-0.07452891	-0.074103058	-0.982289147	-0.069315853	-0.069315853	-0.999	-0.065709748	-0.063865014	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.044748074	-0.999	-0.039731122	-0.999	-0.036264394	-0.032693005	-0.999	-0.767397133	-0.76806502	-0.770968386	0.0876565147	-0.778732485	-0.781784879	-0.782870043	-0.782870043	0.0938078279	-0.786298869	-0.786298869	-0.794188575	-0.794188575	0.1070976856	-0.811310547	0.2611031576	0.1848175031	-0.844955366	-0.896795396	-0.896795396	-0.943865642	-0.943865642	0.1568855939
CORR	v000166	-0.202540879	0.0496500659	0.2104368129	0.186655552	0.0138585278	-0.031233322	0.0251756549	0.1480921397	0.1595796794	0.0636056388	-0.008107586	0.0728072997	-0.251894903	0.036573952	0.1415862917	-0.036867828	0.0071269368	-0.909994581	0.0640162995	-0.003111788	-0.078180852	-0.226129556	0.0494586203	0.0312409846	0.0350235427	-0.006576595	0.0168324757	-0.004045052	0.0641773771	0.0223397783	0.2212804962	0.0865726449	0.0232899572	0.0486238512	-0.0636512	-0.184532851	-0.109817192	-0.020969364	0.0610695782	-0.01976144	0.3199436178	-0.173396734	0.2062368372	0.0750823909	-0.094790387	0.0526524895	-0.090596208	0.0297347115	0.1876154325	-0.999	-0.086486235	-0.082698547	0.3744910117	0.1738640009	0.2314992411	-0.80157371	-0.80186638	0.3407858591	-0.805178156	0.1989020216	-0.014005362	-0.143160656	-0.138526078	0.0913205826	0.0638504712	0.0943589937	-0.130833507	0.2009388725	0.1015963398	-0.823974003	0.0447784303	-0.120629411	-0.119182786	0.2385964689	-0.112605523	0.0936718022	-0.104014849	-0.86796065	0.0311551418	-0.868806627	-0.870557791	-0.018101615	0.2137224454	-0.902968428	0.045370769	1	0.2216530757	0.1806592787	0.1806592787	-0.93565777	-0.081222953	-0.080022175	0.2300309324	0.2346656761	0.2351897218	0.2357156264	0.2357156264	0.2362434093	0.2362434093	0.2362434093	0.2362434093	0.2367730823	0.2367730823	0.2367730823	0.2373046592	0.2373046592	0.2378381542	-0.989308587	0.0690008672	0.24383737	0.3133109924	0.0184202599	-0.062743198	-0.999	-0.059444755	0.1640124465	0.0346409117	0.1335070124	0.2527605217	-0.044171648	-0.999	0.0433003919	0.1021542795	-0.999	-0.999	-0.999	-0.999	-0.768400372	-0.769090814	-0.772071632	0.2577354955	-0.780076789	-0.783224095	0.0057998001	-0.784341829	0.1529930428	0.3403742738	0.0083171873	-0.796010123	-0.796010123	-0.805901569	-0.813659458	0.1801025946	0.0359338405	0.1265766023	-0.902079212	-0.902079212	-0.950811436	0.058375125	0.0650778793
CORR	v000170	-0.041448708	0.2882532081	0.0147583408	0.2290461401	0.999	-0.111857062	0.2718378608	0.1949483363	0.1442159865	-0.878310641	0.0131344741	0.3388839106	-0.042965529	-0.900891883	0.2020554655	-0.242182515	-0.911227371	-0.916004663	-0.052955235	0.1262669598	-0.941331288	-0.963859549	0.0524424858	0.8663278531	0.0900684742	0.1816812083	-0.059739307	0.8181711461	0.346472746	0.048578499	0.1381384325	-0.192026395	0.4228359853	0.1257179236	-0.999	-0.999	-0.999	-0.999	-0.105316303	-0.104564206	0.1122758868	-0.17112776	0.1680817251	-0.168470197	-0.003987163	0.8862399402	-0.999	0.142607375	0.1438628698	-0.162779338	-0.160141774	-0.798294855	-0.150997465	0.9891871644	0.2214448343	-0.020791521	-0.02028823	-0.068929842	-0.806983159	0.0251217154	-0.809503908	0.3991829432	-0.813045801	-0.135002573	0.094397059	-0.002841388	-0.128558543	0.3401311006	0.0763580398	-0.827006554	0.2416929358	-0.835195604	0.0875477695	-0.111551972	-0.849388365	-0.029659494	-0.868700043	-0.099743773	-0.873928667	-0.874850465	-0.876716245	-0.015656443	0.9985088004	-0.911456447	-0.005668249	0.2216530757	1	-0.938962753	0.9725435044	-0.946475323	-0.952529335	0.0042935422	0.9977722289	0.995852339	0.9995139069	0.9996600853	0.996749491	0.9998944332	0.9998944332	0.9998944332	0.9998944332	0.9990704185	0.9990704185	0.9998815008	0.9998689711	0.9998689711	0.9998567413	-0.999	-0.999	0.9993233048	-0.999	-0.999	-0.999	0.0792091176	-0.999	0.2457368182	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.036337643	-0.999	-0.999	0.0563106372	-0.756528808	-0.770505474	-0.771235091	-0.002257509	0.0031873522	-0.782899813	0.007237303	0.2662884066	0.0965012685	-0.788638308	0.343064694	0.269345899	-0.79980996	0.0157829882	-0.81032705	-0.818605943	0.3491058683	-0.855666819	-0.855666819	0.0518479887	0.0518479887	0.0606237418	-0.965567908	-0.999
CORR	v000176	-0.214588176	0.086079236	0.0421515854	0.0874640266	-0.07646461	0.0703982101	0.0960339295	0.004914816	0.104840373	0.0824809505	0.201527125	0.2637750632	0.020446105	0.0579780606	0.1368774245	-0.03163745	-0.030339095	-0.237209543	0.1242316492	0.0412874958	0.0054984	-0.102638923	0.2443591815	-0.147663187	0.0197786368	0.1734441108	0.205758938	-0.999	-0.070104655	0.0275350247	0.0010751818	0.2577871975	0.1415608484	0.0750295121	-0.058890555	-0.05623051	0.0640365811	0.2213884175	0.1566820189	0.1857301342	0.2413838811	0.0985367813	0.138525379	0.1558753003	0.1220275904	-0.165388658	-0.086060814	0.1271395098	0.1087947916	-0.160853538	-0.081951104	0.0112313496	0.1779945309	-0.803609583	-0.147738875	-0.804549008	-0.804874936	0.2664800172	0.0265608237	0.1535239546	-0.009261508	-0.810620662	-0.814998334	0.0360445459	-0.816543213	-0.05229872	-0.048112252	0.1041595423	0.267498126	-0.043200474	0.0825078955	-0.116423594	-0.840833268	0.323530955	0.0240486982	0.2134349754	-0.873796212	-0.097813143	-0.879336801	-0.880310938	0.0777378235	-0.889571052	-0.911873482	-0.919101861	-0.923736496	0.1806592787	-0.938962753	1	-0.079771982	0.3279261919	0.1345132642	-0.075815438	-0.974161406	-0.997333101	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	-0.999	0.0741869492	0.2325666336	0.0797879661	0.0264058908	0.2157094403	0.1986438647	-0.999	-0.044237774	0.2081313106	0.4277672182	-0.999	0.146402929	0.2148306964	-0.999	-0.03094479	-0.999	-0.757698793	-0.772401311	-0.773162783	0.0874354401	0.1953973777	0.0950176561	0.0091574976	0.0099843808	-0.790170657	0.0994368274	-0.794141088	-0.794141088	0.0177013467	-0.803235368	-0.814318985	0.0269184629	0.1846624815	-0.862225275	0.1309879076	-0.923147487	-0.923147487	-0.978941281	0.0625300304	-0.999
